ACCELEROMETRO X (m/s²);ACCELEROMETRO Y (m/s²);ACCELEROMETRO Z (m/s²);GIROSCOPIO X (rad/s);GIROSCOPIO Y (rad/s);GIROSCOPIO Z (rad/s);CAMPO MAGNETICO X (μT);CAMPO MAGNETICO Y (μT);CAMPO MAGNETICO Z (μT);ORIENTAMENTO X (°);ORIENTAMENTO Y (°);ORIENTAMENTO Z (°);Temperatura ( °C);Livello (%);Voltaggio (Volt);Tempo da inizio in ms ; 
0.1385; 8.1212; 5.4178; -0.0994; 0.0413; 0.0; 7.5; -41.7; 15.0; 191.2428; -56.5931; -3.1798; 43.7; 81.0; 3.942; 361557; 
0.0846; 8.1607; 5.9379; -0.0227; -0.094; 0.0176; 7.2; -41.1; 15.0; 191.2428; -56.5931; -3.1798; 43.7; 81.0; 3.942; 361782; 
0.0988; 7.8181; 5.8202; 0.2256; 0.311; 0.0198; 7.5; -42.0; 15.6; 189.8241; -55.8054; -2.0826; 43.7; 81.0; 3.942; 361999; 
0.3148; 7.8611; 6.2196; 0.0; 0.2545; 0.0; 7.8; -42.0; 15.6; 190.7986; -55.3032; -3.0665; 43.7; 81.0; 3.942; 362199; 
0.3904; 7.9383; 6.3354; -0.2796; 0.3504; 0.0; 7.8; -42.3; 17.4; 190.7986; -55.3032; -3.0665; 43.7; 81.0; 3.942; 362400; 
0.2313; 8.2808; 5.6924; 0.1915; 0.5785; 0.0; 8.4; -42.6; 16.5; 190.2761; -54.4927; -3.0128; 43.7; 81.0; 3.942; 362601; 
0.14; 8.0076; 5.9712; -0.205; -0.0578; 0.0; 7.8; -41.7; 15.9; 190.2761; -54.4927; -3.0128; 43.7; 81.0; 3.942; 362812; 
-0.0784; 8.1109; 5.8753; 0.1766; 0.0722; 0.0198; 7.5; -42.0; 15.9; 191.1752; -54.5135; -2.0096; 43.7; 81.0; 3.942; 363014; 
0.059; 7.92; 5.7295; 0.0252; 0.1863; 0.0; 9.0; -42.3; 15.3; 191.1752; -54.5135; -2.0096; 43.7; 81.0; 3.942; 363214; 
0.1045; 7.8744; 5.6802; 0.1052; 0.0413; 0.0; 9.0; -42.0; 15.0; 192.9442; -54.5135; -2.0096; 43.7; 81.0; 3.942; 363415; 
0.0822; 8.1038; 5.798; -0.0579; 0.1256; 0.0; 8.1; -42.6; 15.0; 191.2948; -54.5135; -2.0096; 43.7; 81.0; 3.942; 363670; 
-0.2007; 7.809; 5.5692; -0.1347; -0.2166; 0.0464; 8.7; -42.9; 15.0; 191.2948; -54.5135; -2.0096; 43.7; 81.0; 3.942; 363870; 
0.1287; 7.8741; 5.688; 0.0487; 0.0; 0.0; 8.4; -43.2; 15.9; 191.0096; -54.5135; -2.0096; 43.7; 81.0; 3.942; 364071; 
0.0931; 8.0046; 5.7949; 0.249; 0.1085; 0.0; 7.8; -42.0; 15.6; 191.0096; -54.5135; -2.0096; 43.7; 81.0; 3.942; 364272; 
-0.0853; 8.3883; 5.8317; -0.5471; -0.0769; 0.0186; 7.8; -41.7; 15.9; 191.1752; -54.5135; -2.0096; 43.7; 81.0; 3.942; 364477; 
-0.1367; 8.1043; 5.6368; 0.5859; 0.0; 0.0559; 7.8; -41.4; 15.6; 191.1752; -54.5135; -2.0096; 43.7; 81.0; 3.942; 364678; 
0.1632; 8.1818; 5.743; 0.3929; -0.0876; 0.0325; 8.7; -42.6; 15.3; 191.2195; -54.9908; -2.0454; 43.7; 81.0; 3.942; 364917; 
-0.0702; 7.9387; 5.3927; -0.2391; -0.3125; 0.0368; 8.7; -42.9; 15.9; 192.5373; -55.3246; -2.0454; 43.7; 81.0; 3.942; 365119; 
0.0072; 7.6207; 5.6162; 0.0; 0.0691; 0.0; 8.4; -42.6; 15.9; 192.5373; -55.3246; -2.0454; 43.7; 81.0; 3.942; 365320; 
-0.059; 7.7897; 5.6597; 0.0369; 0.0; 0.0463; 7.5; -43.5; 15.6; 191.0096; -54.5135; -2.0096; 43.7; 81.0; 3.942; 365521; 
0.5154; 8.1714; 5.515; -0.2893; -0.2997; 0.0; 7.8; -41.7; 15.3; 191.0096; -54.5135; -2.0096; 43.7; 81.0; 3.942; 365731; 
0.2058; 7.8916; 4.8477; 0.054; -0.2795; 0.0292; 6.9; -41.1; 15.3; 189.3124; -55.2734; -4.0856; 43.7; 81.0; 3.942; 365933; 
0.5827; 8.6176; 5.5398; 0.0507; 0.2205; -0.0315; 7.8; -42.0; 15.3; 190.667; -55.2734; -4.0856; 43.7; 81.0; 3.942; 366190; 
0.4328; 7.9678; 4.9538; 0.0; 0.2098; 0.0; 7.2; -42.3; 15.3; 190.667; -55.2734; -4.0856; 43.7; 81.0; 3.942; 366390; 
0.682; 8.2709; 5.4195; 0.0; 0.0531; -0.024; 7.2; -42.0; 16.2; 188.8824; -55.7527; -4.1596; 43.7; 81.0; 3.942; 366591; 
0.8423; 8.1488; 5.0755; -0.107; -0.2304; 0.0; 6.6; -41.7; 15.0; 188.8824; -55.7527; -4.1596; 43.7; 81.0; 3.942; 366792; 
0.8718; 8.0079; 5.2095; 0.0646; -0.191; -0.0335; 6.6; -41.4; 15.0; 188.8714; -55.7133; -5.1944; 43.7; 81.0; 3.942; 366993; 
0.8251; 8.4353; 4.9272; 0.0; -0.1089; -0.0367; 6.9; -42.6; 15.6; 188.8714; -55.7133; -5.1944; 43.7; 81.0; 3.942; 367193; 
0.8386; 8.6604; 4.7683; -0.1529; -0.0535; -0.0388; 7.5; -42.6; 16.5; 188.6961; -56.414; -7.386; 43.7; 81.0; 3.942; 367404; 
0.6338; 8.5644; 4.5386; 0.0496; -0.208; 0.0; 6.9; -43.5; 16.2; 187.3626; -57.7007; -7.6668; 43.7; 81.0; 3.942; 367608; 
0.8005; 8.7704; 4.4049; -0.0282; -0.386; 0.0; 7.5; -43.8; 16.8; 187.3626; -57.7007; -7.6668; 43.7; 81.0; 3.942; 367810; 
0.2459; 8.9226; 4.4513; -0.171; -0.0833; -0.044; 7.5; -42.3; 16.8; 189.1368; -59.853; -6.9811; 43.7; 81.0; 3.942; 368011; 
0.2182; 9.0048; 4.4348; 0.1029; -0.2091; 0.0; 6.9; -42.6; 16.8; 189.1368; -59.853; -6.9811; 43.7; 81.0; 3.942; 368212; 
-0.1307; 8.6659; 3.7018; 0.0933; -0.2528; 0.0444; 6.0; -44.1; 16.8; 186.4914; -60.4138; -5.9469; 43.7; 81.0; 3.942; 368435; 
0.3675; 8.5779; 4.0581; 0.0901; 0.0; 0.0; 6.9; -43.5; 17.7; 186.4914; -60.4138; -5.9469; 43.7; 81.0; 3.942; 368636; 
0.2651; 8.9286; 4.1334; 0.1988; -0.0513; 0.0; 7.5; -42.0; 17.1; 189.2225; -60.4138; -5.9469; 43.7; 81.0; 3.942; 368837; 
-0.1638; 8.6285; 3.7578; -0.0709; 0.164; 0.0338; 7.2; -42.3; 16.5; 188.2217; -61.7182; -6.2034; 43.7; 81.0; 3.942; 369070; 
-0.1355; 8.7328; 4.2922; -0.0282; -0.1185; 0.0; 7.2; -42.3; 15.9; 188.2217; -61.7182; -6.2034; 43.7; 81.0; 3.942; 369271; 
0.2385; 9.4469; 4.37; 0.1413; -0.208; 0.0; 6.6; -41.4; 16.5; 189.012; -62.558; -5.0796; 43.7; 81.0; 3.942; 369472; 
0.0554; 8.9993; 3.7689; 0.0219; 0.3025; 0.0; 6.9; -42.0; 17.1; 189.012; -62.558; -5.0796; 43.7; 81.0; 3.942; 369673; 
0.1215; 8.7177; 3.9751; 0.0677; -0.2496; 0.0; 7.2; -42.3; 16.5; 189.6409; -63.9033; -3.9909; 43.7; 81.0; 3.942; 369877; 
0.4666; 9.0289; 4.0838; -0.1721; -0.6919; 0.0242; 6.9; -41.7; 16.5; 189.6409; -63.9033; -3.9909; 43.7; 81.0; 3.942; 370078; 
1.0944; 8.6216; 3.4553; -0.0293; -0.2293; -0.0323; 6.6; -42.3; 18.6; 189.3159; -64.581; -6.789; 43.7; 81.0; 3.942; 370304; 
1.0992; 9.0586; 4.3378; 0.0794; -0.1036; -0.0206; 6.0; -42.6; 18.0; 185.4228; -65.0342; -8.3256; 43.7; 81.0; 3.942; 370506; 
0.9737; 7.9105; 5.1093; -0.2254; -0.2421; 0.0; 6.0; -43.5; 18.6; 185.4228; -65.0342; -8.3256; 43.7; 81.0; 3.942; 370715; 
1.2295; 8.1077; 5.527; -0.1412; -0.385; 0.0; 5.7; -41.1; 19.2; 185.1805; -65.0342; -8.3256; 43.7; 81.0; 3.942; 370916; 
1.587; 8.2085; 5.3524; 0.2361; 0.0; -0.0227; 5.1; -40.2; 18.9; 185.1805; -65.0342; -8.3256; 43.7; 81.0; 3.942; 371117; 
1.3941; 8.7926; 5.0447; -0.1646; -0.1537; -0.0451; 4.5; -40.8; 19.2; 181.7245; -62.6964; -11.5601; 43.7; 81.0; 3.942; 371318; 
1.08; 8.8728; 4.1989; 0.2852; -0.0993; -0.0781; 4.8; -41.4; 20.4; 181.7245; -62.6964; -11.5601; 43.7; 81.0; 3.942; 371519; 
0.9513; 8.7926; 4.297; 0.4237; 0.0; -0.0205; 4.5; -42.0; 19.5; 180.4872; -62.0827; -12.5288; 43.7; 81.0; 3.942; 371747; 
1.3581; 8.6746; 4.0596; 0.0; 0.1512; -0.0535; 4.8; -42.0; 20.4; 180.6748; -62.5867; -12.8043; 43.7; 81.0; 3.942; 371948; 
1.3952; 8.6953; 4.3947; 0.2702; -0.1846; 0.0; 3.9; -41.4; 19.5; 180.6748; -62.5867; -12.8043; 43.7; 81.0; 3.942; 372149; 
1.4357; 9.152; 4.4666; 0.2116; -0.3935; 0.0; 4.2; -41.7; 20.4; 178.5173; -62.4664; -14.0362; 43.7; 81.0; 3.942; 372366; 
1.5146; 8.9488; 4.2911; 0.0; 0.0734; -0.0919; 5.1; -42.3; 20.7; 178.5173; -62.4664; -14.0362; 43.7; 81.0; 3.942; 372567; 
0.9995; 9.2156; 4.0775; 0.3054; 0.1991; -0.0258; 4.2; -42.9; 20.7; 178.025; -62.9707; -14.3493; 43.7; 81.0; 3.942; 372769; 
0.8785; 8.6543; 3.9858; 0.121; 0.1085; -0.029; 4.8; -42.3; 21.3; 180.0; -63.8668; -13.3925; 43.7; 81.0; 3.942; 373006; 
0.8865; 8.8583; 4.2845; 0.3629; 0.5892; -0.0258; 4.2; -42.0; 20.7; 180.0; -63.8668; -13.3925; 43.7; 81.0; 3.942; 373207; 
0.8011; 9.028; 4.2595; -0.1977; 0.326; 0.0; 4.5; -43.2; 21.3; 180.0; -63.8668; -13.3925; 43.7; 81.0; 3.942; 373408; 
1.2026; 8.7951; 4.2359; 0.0421; -0.095; 0.0; 3.6; -43.5; 21.9; 180.0; -63.8668; -13.3925; 43.7; 81.0; 3.942; 373611; 
1.1029; 8.9397; 4.156; -0.0688; 0.0979; -0.0406; 3.0; -43.5; 21.9; 176.5841; -64.3792; -13.707; 43.7; 81.0; 3.942; 373812; 
0.952; 8.8741; 4.0627; 0.0517; -0.1185; 0.0; 4.2; -43.5; 22.8; 176.5841; -64.3792; -13.707; 43.7; 81.0; 3.942; 374014; 
0.9345; 8.7363; 4.0542; 0.0591; -0.2155; 0.0; 3.9; -43.2; 21.9; 178.2305; -63.8668; -13.3925; 43.7; 81.0; 3.942; 374215; 
0.9597; 8.7779; 4.2001; 0.0; 0.0638; 0.0; 3.3; -43.8; 22.8; 176.3563; -64.3792; -13.707; 43.7; 81.0; 3.942; 374442; 
0.7956; 8.8042; 4.2551; 0.0986; 0.0521; 0.0; 2.7; -43.2; 22.8; 176.3563; -64.3792; -13.707; 43.7; 81.0; 3.942; 374645; 
0.8189; 8.8054; 4.2869; -0.1818; -0.3444; -0.0203; 3.0; -42.9; 21.9; 176.7864; -63.8668; -13.3925; 43.7; 81.0; 3.942; 374847; 
0.5712; 9.0196; 4.3594; -0.0507; -0.0481; 0.0; 2.7; -43.8; 22.5; 176.7864; -63.8668; -13.3925; 43.7; 81.0; 3.942; 375049; 
0.4188; 8.6453; 4.2768; 0.0; -0.1302; 0.0319; 3.0; -42.9; 23.4; 177.0902; -64.4988; -12.3808; 43.7; 81.0; 3.942; 375250; 
0.5839; 8.6123; 4.031; -0.1487; -0.1249; 0.0; 3.0; -43.2; 23.1; 177.0902; -64.4988; -12.3808; 43.7; 81.0; 3.942; 375452; 
0.723; 8.47; 4.153; 0.0708; 0.1405; -0.0267; 3.0; -43.5; 21.9; 177.5236; -63.9826; -12.0948; 43.7; 81.0; 3.942; 375654; 
0.5796; 8.9351; 4.3715; -0.2202; -0.2432; 0.0; 3.3; -43.8; 23.1; 177.3059; -63.9826; -12.0948; 43.7; 81.0; 3.942; 375955; 
0.5693; 8.6038; 3.7686; 1.4233; 0.2045; 0.0671; 2.4; -43.5; 24.3; 177.3059; -63.9826; -12.0948; 43.7; 81.0; 3.942; 376157; 
0.238; 9.3439; 4.2649; 1.3359; -0.6141; 0.0266; 4.2; -43.5; 23.4; 179.4611; -64.087; -10.7843; 43.7; 81.0; 3.942; 376357; 
0.1157; 9.4837; 4.924; 0.2797; -0.2133; 0.0; 3.9; -44.1; 23.7; 179.4611; -64.087; -10.7843; 43.7; 81.0; 3.942; 376559; 
0.3549; 8.8604; 4.4984; -0.0635; -0.0758; 0.0; 3.6; -44.1; 23.1; 178.9558; -63.6614; -9.2461; 43.7; 81.0; 3.942; 376778; 
0.4429; 8.7768; 4.2265; 0.0; 0.2098; 0.0; 3.9; -44.7; 23.1; 181.0987; -63.7396; -7.9435; 43.7; 81.0; 3.942; 376988; 
0.3459; 8.9559; 4.4255; 0.1539; -0.079; 0.0266; 3.3; -43.8; 24.0; 181.0987; -63.7396; -7.9435; 43.7; 81.0; 3.942; 377188; 
0.5073; 8.9098; 4.4684; -0.0188; 0.1651; 0.0; 3.3; -43.5; 23.7; 180.2928; -63.8061; -6.6325; 43.7; 81.0; 3.942; 377388; 
0.5185; 8.7273; 4.385; -0.0796; -0.0566; 0.0; 3.9; -43.8; 23.7; 180.2928; -63.8061; -6.6325; 43.7; 81.0; 3.942; 377588; 
0.5585; 8.9379; 4.4546; -0.0935; -0.0449; 0.0; 3.0; -44.1; 24.3; 179.519; -63.7396; -7.9435; 43.7; 81.0; 3.942; 377810; 
0.4784; 8.5384; 4.4136; 0.2476; 0.0; -0.0256; 3.3; -43.5; 23.7; 179.5138; -63.7396; -7.9435; 43.7; 81.0; 3.942; 378034; 
0.5164; 8.7426; 4.5666; 0.0; 0.1278; -0.0448; 3.6; -44.1; 23.1; 179.5138; -63.7396; -7.9435; 43.7; 81.0; 3.942; 378238; 
0.3792; 8.8792; 4.523; -0.1052; 0.1246; -0.0234; 3.3; -42.9; 22.5; 179.7018; -63.7396; -7.9435; 43.7; 81.0; 3.942; 378439; 
0.2923; 8.473; 4.3826; -0.1532; 0.0617; -0.0213; 4.8; -43.2; 22.5; 179.7018; -63.7396; -7.9435; 43.7; 81.0; 3.942; 378640; 
0.3319; 8.8785; 4.6204; 0.0; 0.0; 0.0; 3.3; -44.1; 22.2; 181.437; -63.077; -5.1944; 43.7; 81.0; 3.942; 378840; 
0.2714; 8.5427; 5.1394; -0.1734; 0.0191; -0.0277; 4.2; -43.5; 21.9; 181.437; -63.077; -5.1944; 43.7; 81.0; 3.942; 379050; 
0.2051; 8.3987; 4.9936; 0.1154; 0.1449; 0.0; 3.9; -45.3; 22.2; 182.8785; -62.558; -5.0796; 43.7; 81.0; 3.942; 379251; 
0.1506; 8.8737; 5.1791; -0.1308; -0.2111; 0.0; 4.5; -45.0; 23.7; 183.8851; -61.7685; -4.9697; 43.7; 81.0; 3.942; 379455; 
0.2239; 8.5132; 4.9529; -0.2651; -0.0832; 0.0; 3.6; -43.8; 24.6; 183.8851; -61.7685; -4.9697; 43.7; 81.0; 3.942; 379656; 
0.2645; 8.5561; 5.0213; 0.0695; -0.2015; 0.0; 4.2; -43.5; 23.4; 182.837; -61.2558; -4.8645; 43.7; 81.0; 3.942; 379857; 
0.2629; 8.2764; 4.8445; -0.1863; -0.1045; -0.0351; 3.6; -44.7; 23.7; 182.837; -61.2558; -4.8645; 43.7; 81.0; 3.942; 380072; 
0.2516; 8.3408; 4.6689; 0.1676; 0.0458; 0.0; 3.6; -44.7; 23.1; 183.4453; -61.2938; -3.6522; 43.7; 81.0; 3.942; 380274; 
0.2521; 8.1962; 4.6725; 0.0834; 0.0447; 0.0267; 3.3; -44.1; 23.4; 183.4453; -61.2938; -3.6522; 43.7; 81.0; 3.942; 380479; 
0.3459; 8.627; 4.8168; 0.1484; -0.1311; 0.0224; 2.4; -43.8; 23.4; 180.735; -61.2938; -3.6522; 43.7; 81.0; 3.942; 380680; 
1.1839; 8.5237; 5.2822; -0.3664; 0.2409; -0.0543; 3.3; -44.1; 24.0; 181.3405; -60.7479; -4.7636; 43.7; 81.0; 3.942; 380907; 
0.917; 7.4617; 4.7912; -0.1202; -0.1481; -0.0351; 4.5; -44.1; 24.0; 181.3405; -60.7479; -4.7636; 43.7; 81.0; 3.942; 381108; 
1.0125; 8.3395; 5.5853; -0.1085; 0.1705; -0.0373; 4.2; -45.0; 22.5; 181.635; -59.057; -6.8428; 43.7; 81.0; 3.942; 381327; 
1.0962; 7.9663; 5.117; 0.0301; 0.2079; -0.049; 4.2; -45.9; 24.0; 181.635; -59.057; -6.8428; 43.7; 81.0; 3.942; 381528; 
1.0342; 8.1404; 4.2862; 0.0194; -0.1236; 0.0; 4.2; -45.3; 24.3; 180.8247; -58.9923; -7.9696; 43.7; 81.0; 3.942; 381729; 
1.2125; 8.3071; 4.6293; 0.5875; 0.1258; 0.0; 4.2; -45.3; 23.1; 180.8247; -58.9923; -7.9696; 43.7; 81.0; 3.942; 381931; 
1.1143; 8.6722; 4.8264; -0.3004; 0.0714; -0.0277; 4.2; -45.3; 24.3; 179.2627; -59.3282; -10.4077; 43.7; 81.0; 3.942; 382147; 
1.0025; 9.0213; 4.7867; -0.1511; 0.2218; 0.0; 3.6; -45.3; 24.3; 179.3529; -60.1206; -10.6197; 43.7; 81.0; 3.942; 382367; 
0.8793; 8.4514; 4.398; 0.0; 0.1077; 0.0; 3.0; -45.6; 24.0; 179.3529; -60.1206; -10.6197; 43.7; 81.0; 3.942; 382584; 
0.863; 8.3362; 4.2389; -0.0371; -0.1001; 0.0; 3.6; -45.3; 24.3; 178.5685; -60.5197; -12.0115; 43.7; 81.0; 3.942; 382785; 
1.1689; 8.4556; 4.5019; -0.0275; -0.0266; -0.0244; 2.4; -44.7; 23.4; 178.5685; -60.5197; -12.0115; 43.7; 81.0; 3.942; 382985; 
0.6697; 8.7583; 4.5966; 0.0972; -0.1673; 0.0; 1.5; -45.3; 24.9; 175.7605; -60.5197; -12.0115; 43.7; 81.0; 3.942; 383192; 
0.6685; 8.6593; 4.5462; 0.0; 0.0694; 0.0; 2.4; -46.2; 25.5; 175.7605; -60.5197; -12.0115; 43.7; 81.0; 3.942; 383395; 
0.4504; 8.4167; 4.6915; -0.0829; 0.0; 0.0; 3.0; -45.3; 26.1; 176.8722; -60.5197; -12.0115; 43.7; 81.0; 3.942; 383608; 
0.5842; 8.6272; 4.6874; -0.2066; -0.0788; 0.0; 4.2; -46.2; 27.3; 178.5748; -60.9066; -10.8403; 43.7; 81.0; 3.942; 383816; 
0.3877; 8.8819; 5.0487; 0.2358; -0.0862; 0.0; 3.6; -43.2; 25.8; 178.5748; -60.9066; -10.8403; 43.7; 81.0; 3.942; 384029; 
0.2738; 8.7216; 4.99; -0.3845; -0.179; 0.0; 3.3; -45.0; 25.2; 178.3821; -60.9973; -9.6599; 43.7; 81.0; 3.942; 384231; 
0.316; 8.4598; 4.8174; 0.336; -0.0532; 0.0; 3.0; -45.9; 25.5; 178.3821; -60.9973; -9.6599; 43.7; 81.0; 3.942; 384431; 
0.3453; 8.6336; 5.2427; -0.1447; 0.0673; 0.0; 2.7; -46.2; 24.3; 179.2501; -61.0776; -8.4711; 44.2; 81.0; 3.942; 384632; 
0.4265; 8.3169; 5.2906; -0.2065; -0.2312; 0.0; 2.7; -46.2; 24.6; 179.2501; -61.0776; -8.4711; 44.2; 81.0; 3.942; 384833; 
0.3386; 8.0905; 4.9077; -0.1426; -0.3154; -0.0329; 2.7; -46.8; 25.8; 179.1802; -60.2875; -8.2971; 44.2; 81.0; 3.942; 385060; 
0.2452; 8.4383; 5.3818; -0.1053; 0.0353; -0.0286; 3.6; -46.2; 24.9; 181.8375; -59.9092; -5.8263; 44.2; 81.0; 3.942; 385261; 
0.26; 8.3112; 5.122; -0.2641; 0.0417; 0.0; 4.2; -46.5; 25.5; 181.8375; -59.9092; -5.8263; 44.2; 81.0; 3.942; 385462; 
0.1461; 8.5195; 5.1165; -0.0702; -0.1353; 0.0; 3.6; -46.5; 23.4; 182.1795; -59.9092; -5.8263; 44.2; 81.0; 3.942; 385663; 
0.269; 8.2375; 5.2313; -0.0755; 0.0491; 0.0; 3.6; -46.2; 24.9; 182.1795; -59.9092; -5.8263; 44.2; 81.0; 3.942; 385876; 
0.1926; 8.3736; 5.2375; 0.0; -0.1982; 0.0; 3.3; -47.1; 24.6; 181.2496; -59.1569; -4.5739; 44.2; 81.0; 3.942; 386082; 
0.1374; 8.4945; 5.3788; -0.0937; 0.1099; -0.018; 3.0; -46.8; 25.2; 181.2496; -59.1569; -4.5739; 44.2; 81.0; 3.942; 386284; 
0.0733; 8.0146; 5.278; 0.0; -0.066; 0.0215; 4.2; -46.5; 24.9; 182.3507; -59.1569; -4.5739; 44.2; 81.0; 3.942; 386486; 
0.14; 8.1461; 5.3343; -0.164; 0.0758; 0.0; 3.6; -46.8; 25.8; 183.0167; -58.6923; -3.3665; 44.2; 81.0; 3.942; 386690; 
0.2476; 8.0612; 5.3776; 0.0694; 0.0321; 0.0; 3.6; -46.8; 24.9; 183.0167; -58.6923; -3.3665; 44.2; 81.0; 3.942; 386891; 
0.2016; 8.2693; 5.6787; 0.2058; -0.1608; 0.0; 3.3; -47.4; 24.9; 181.925; -57.8898; -3.3019; 44.2; 81.0; 3.942; 387101; 
0.2452; 8.385; 5.5207; 0.0587; -0.1224; 0.0; 3.6; -46.5; 24.6; 181.925; -57.8898; -3.3019; 44.2; 81.0; 3.942; 387302; 
0.1421; 8.1461; 5.3633; 0.0576; -0.2397; 0.0; 4.2; -47.1; 25.2; 183.1554; -57.8898; -3.3019; 44.2; 81.0; 3.942; 387530; 
0.1156; 8.3619; 5.5347; -0.0426; 0.1419; 0.0; 4.2; -45.9; 25.5; 183.0845; -57.398; -3.2397; 44.2; 81.0; 3.942; 387755; 
0.1946; 8.1781; 5.2824; -0.1513; 0.0; 0.0; 3.6; -46.8; 26.7; 183.0845; -57.398; -3.2397; 44.2; 81.0; 3.942; 387956; 
0.0527; 8.0298; 5.0698; 0.1738; 0.1888; 0.0; 3.9; -46.8; 26.4; 183.0495; -57.398; -3.2397; 44.2; 81.0; 3.942; 388164; 
0.2205; 8.3432; 5.2881; 0.0; 0.0; 0.0279; 3.6; -46.5; 26.4; 183.0495; -57.398; -3.2397; 44.2; 81.0; 3.942; 388366; 
0.1748; 8.2922; 5.0477; -0.1769; 0.0; 0.0278; 3.0; -46.5; 25.8; 181.8676; -57.398; -3.2397; 44.2; 81.0; 3.942; 388566; 
