ACCELEROMETRO X (m/s²);ACCELEROMETRO Y (m/s²);ACCELEROMETRO Z (m/s²);GIROSCOPIO X (rad/s);GIROSCOPIO Y (rad/s);GIROSCOPIO Z (rad/s);CAMPO MAGNETICO X (μT);CAMPO MAGNETICO Y (μT);CAMPO MAGNETICO Z (μT);ORIENTAMENTO X (°);ORIENTAMENTO Y (°);ORIENTAMENTO Z (°);Temperatura ( °C);Livello (%);Voltaggio (Volt);Tempo da inizio in ms ; 
1.3843; 9.4581; 3.9697; 0.0; 0.1195; -0.0693; 9.0; -48.9; 31.8; 175.805; -65.8392; -22.0679; 25.3; 82.0; 3.942; 113680; 
1.1551; 9.2255; 3.6204; -0.0661; -0.1203; -0.0511; 7.5; -48.3; 34.2; 175.805; -65.8392; -22.0679; 25.3; 82.0; 3.942; 113882; 
1.0683; 9.2356; 3.6969; 0.1428; 0.0226; -0.05; 7.5; -48.0; 35.4; 174.5996; -66.2718; -20.7256; 23.9; 82.0; 3.951; 114090; 
1.2685; 9.3457; 3.8924; -0.1994; -0.0989; -0.0415; 5.4; -46.5; 39.0; 174.5996; -66.2718; -20.7256; 23.9; 82.0; 3.951; 114293; 
1.3872; 9.5; 4.0196; -0.1333; -0.0818; -0.0457; 5.4; -44.7; 37.2; 171.6619; -66.4549; -19.359; 23.9; 82.0; 3.951; 114494; 
1.2945; 9.0271; 3.4057; -0.3774; -0.2503; -0.035; 6.3; -46.2; 36.0; 171.6619; -66.4549; -19.359; 23.9; 82.0; 3.951; 114695; 
1.3146; 9.4362; 3.891; -0.0512; -0.0488; -0.0574; 5.1; -46.8; 39.6; 171.7736; -67.1379; -18.4349; 23.9; 82.0; 3.951; 114906; 
1.0346; 9.1524; 3.5463; 0.0436; 0.0; -0.0456; 4.8; -45.3; 36.6; 171.7736; -67.1379; -18.4349; 23.9; 82.0; 3.951; 115111; 
1.1296; 9.0758; 3.6428; 0.0319; 0.093; -0.0264; 8.4; -49.5; 36.3; 176.4225; -67.3637; -18.4349; 23.9; 82.0; 3.951; 115314; 
1.1061; 9.183; 3.7969; 0.1396; -0.246; 0.0; 7.8; -48.0; 36.6; 175.5819; -67.3637; -18.4349; 23.9; 82.0; 3.951; 115515; 
0.9261; 9.4594; 3.91; 0.1481; 0.0; -0.0211; 7.2; -48.9; 37.5; 175.5819; -67.3637; -18.4349; 23.9; 82.0; 3.951; 115736; 
0.7276; 9.2743; 3.6957; -0.3688; -0.2438; 0.0; 5.4; -48.9; 37.2; 173.4818; -67.5271; -16.9908; 23.9; 82.0; 3.951; 115937; 
0.7598; 9.3449; 3.8943; 0.0; 0.0216; 0.0; 6.6; -49.2; 37.8; 173.4818; -67.5271; -16.9908; 23.9; 82.0; 3.951; 116137; 
0.5089; 9.0086; 3.7865; 0.0191; 0.0333; 0.0; 6.9; -48.3; 39.0; 176.1389; -67.6778; -15.5241; 23.9; 82.0; 3.951; 116338; 
0.8019; 8.2008; 5.3038; 0.2334; -0.052; 0.0312; 7.8; -49.2; 39.0; 176.1389; -67.6778; -15.5241; 23.9; 82.0; 3.951; 116541; 
0.6913; 8.2519; 5.475; 0.0714; 0.0461; 0.0; 4.5; -44.7; 36.3; 175.2845; -66.5438; -13.3245; 23.9; 82.0; 3.951; 116754; 
0.5609; 8.9265; 4.2616; -0.1216; 0.0205; 0.0; 8.4; -47.4; 37.8; 179.1624; -63.3582; -13.0919; 23.9; 82.0; 3.951; 116975; 
0.4256; 8.7527; 4.2673; 0.1918; 0.2508; 0.0; 6.9; -46.2; 42.0; 179.1624; -63.3582; -13.0919; 23.9; 82.0; 3.951; 117181; 
0.4299; 8.9355; 4.3559; 0.0756; 0.0; 0.0418; 6.6; -44.7; 42.3; 178.0676; -63.9826; -12.0948; 23.9; 82.0; 3.951; 117383; 
0.3434; 8.949; 4.3308; 0.1236; 0.1719; 0.0396; 5.4; -44.4; 41.4; 178.0676; -63.9826; -12.0948; 23.9; 82.0; 3.951; 117585; 
0.4387; 8.8412; 4.2236; -0.0661; 0.1314; 0.0204; 4.5; -45.0; 41.4; 176.2652; -63.9826; -12.0948; 23.9; 82.0; 3.951; 117786; 
0.1837; 8.8351; 4.2338; 0.2963; 0.1303; 0.0257; 6.0; -44.1; 40.8; 177.2378; -63.9826; -12.0948; 23.9; 82.0; 3.951; 118023; 
-0.1296; 8.9581; 4.4097; 0.05; -0.1809; 0.0577; 6.6; -45.6; 38.7; 177.2378; -63.9826; -12.0948; 23.9; 82.0; 3.951; 118225; 
-0.2769; 8.8801; 4.3184; 0.2461; 0.1068; 0.0374; 6.3; -45.0; 43.5; 178.7349; -64.1797; -9.4623; 23.9; 82.0; 3.951; 118428; 
-0.3624; 8.7418; 4.5077; -0.0555; 0.1761; 0.0288; 4.8; -42.3; 41.1; 178.7349; -64.1797; -9.4623; 23.9; 82.0; 3.951; 118631; 
-1.1065; 8.9921; 4.8323; 0.2312; -0.0232; 0.0202; 4.8; -44.4; 39.3; 180.4839; -63.8061; -6.6325; 23.9; 82.0; 3.951; 118835; 
-1.4556; 8.3366; 4.729; -0.1908; 0.352; 0.0437; 4.8; -44.7; 37.2; 180.4839; -63.8061; -6.6325; 23.9; 82.0; 3.951; 119037; 
-1.2744; 8.1119; 4.7894; 0.47; 0.3136; 0.0426; 6.3; -46.2; 36.6; 185.478; -63.429; -1.302; 23.9; 82.0; 3.951; 119238; 
-1.5602; 9.2042; 4.8911; 0.2376; 0.3818; 0.0746; 5.4; -46.2; 36.9; 188.904; -63.3405; 5.1944; 23.9; 82.0; 3.951; 119447; 
-1.346; 8.6885; 4.8228; -0.0875; 0.24; 0.0629; 6.0; -45.9; 36.9; 188.904; -63.3405; 5.1944; 23.9; 82.0; 3.951; 119648; 
-1.8066; 8.7722; 4.7206; 0.0; 0.5918; 0.0437; 4.5; -45.3; 34.8; 190.6428; -62.4436; 7.5946; 23.9; 82.0; 3.951; 119878; 
-1.9013; 9.1431; 5.0954; -0.1237; 0.1484; 0.0597; 6.3; -45.3; 34.5; 190.6428; -62.4436; 7.5946; 23.9; 82.0; 3.951; 120081; 
-2.0211; 8.9491; 4.8899; -0.0864; -0.1042; 0.0991; 6.3; -45.0; 33.3; 195.3051; -62.5867; 12.8043; 23.9; 82.0; 3.951; 120283; 
-1.8684; 8.9138; 4.929; -0.1258; 0.0322; 0.0618; 6.0; -45.3; 33.3; 195.3051; -62.5867; 12.8043; 23.9; 82.0; 3.951; 120484; 
-1.7458; 8.7869; 4.7534; -0.0384; 0.3061; 0.098; 6.6; -45.0; 33.3; 196.4436; -62.5867; 12.8043; 23.9; 82.0; 3.951; 120696; 
-1.3777; 8.7358; 4.6092; -0.0853; 0.2486; 0.065; 7.8; -44.7; 32.4; 200.2716; -62.6906; 16.8214; 23.9; 82.0; 3.951; 120916; 
-0.9388; 9.1517; 4.7622; 0.0905; 0.0407; 0.0873; 7.5; -45.3; 31.8; 200.2716; -62.6906; 16.8214; 23.9; 82.0; 3.951; 121136; 
-0.748; 9.0336; 4.5019; -0.032; 0.0961; 0.0639; 7.2; -44.4; 33.6; 199.2718; -62.6906; 16.8214; 23.9; 82.0; 3.951; 121338; 
-0.7209; 8.8105; 4.5942; 0.1662; -0.1874; 0.067; 6.3; -44.7; 32.4; 199.2718; -62.6906; 16.8214; 23.9; 82.0; 3.951; 121539; 
-0.7895; 8.8496; 4.5309; 0.0767; 0.499; 0.0223; 6.0; -46.2; 30.3; 196.2885; -63.2349; 14.3493; 23.9; 82.0; 3.951; 121743; 
-0.9026; 8.7909; 4.6224; -0.1248; 0.0407; 0.0276; 6.6; -47.1; 30.3; 196.2885; -63.2349; 14.3493; 23.9; 82.0; 3.951; 121945; 
-0.62; 9.0267; 4.6164; 0.0351; 0.2613; 0.0435; 6.6; -45.3; 32.1; 197.7927; -63.3582; 13.0919; 23.9; 82.0; 3.951; 122186; 
0.107; 8.5965; 4.1783; 0.0; -0.1106; 0.0488; 6.6; -45.3; 30.9; 196.0257; -63.4705; 11.8215; 23.9; 82.0; 3.951; 122389; 
0.0263; 9.1466; 4.7284; -0.1226; -0.2556; 0.0222; 7.8; -45.0; 30.9; 196.0257; -63.4705; 11.8215; 23.9; 82.0; 3.951; 122589; 
0.088; 8.7071; 4.413; -0.0885; -0.2289; 0.0; 7.5; -44.1; 30.6; 195.7068; -63.6614; 9.2461; 23.9; 82.0; 3.951; 122796; 
0.4902; 8.6213; 4.2086; -0.1642; 0.3754; -0.0375; 7.5; -44.1; 30.9; 195.7068; -63.6614; 9.2461; 23.9; 82.0; 3.951; 123000; 
0.4627; 8.9596; 4.6142; 0.2483; -0.0712; -0.0257; 7.2; -43.8; 30.0; 195.9606; -63.6614; 9.2461; 23.9; 82.0; 3.951; 123253; 
0.1648; 8.9252; 4.6868; -0.1632; 0.1356; 0.0276; 7.5; -44.4; 30.6; 194.0026; -63.8061; 6.6325; 23.9; 82.0; 3.951; 123453; 
0.3025; 8.7676; 4.3282; 0.2344; 0.0; 0.0265; 7.5; -45.0; 30.3; 194.0026; -63.8061; 6.6325; 23.9; 82.0; 3.951; 123654; 
0.9748; 8.0356; 3.8436; 0.5435; 0.3455; -0.0759; 8.1; -44.7; 30.0; 192.3019; -63.9033; 3.9909; 23.9; 82.0; 3.951; 123856; 
0.0102; 9.1499; 5.1952; 0.0894; -0.8344; 0.0467; 7.5; -43.2; 29.1; 190.9644; -63.9521; 1.3322; 23.9; 82.0; 3.951; 124079; 
0.3087; 8.2694; 4.3925; 0.3101; 0.1292; 0.0; 8.1; -45.3; 29.1; 190.9644; -63.9521; 1.3322; 23.9; 82.0; 3.951; 124281; 
0.55; 8.2046; 5.0483; 0.2706; 0.1867; 0.0243; 8.7; -44.4; 30.6; 191.6881; -63.9521; 1.3322; 23.9; 82.0; 3.951; 124483; 
0.4802; 7.795; 6.0521; -0.1109; 0.1345; 0.0201; 6.6; -44.4; 30.0; 191.6881; -63.9521; 1.3322; 23.9; 82.0; 3.951; 124690; 
0.7564; 7.7513; 6.4775; -0.0203; 0.0919; 0.0; 7.5; -44.1; 27.3; 190.1261; -61.3429; 0.0; 23.9; 82.0; 3.951; 124894; 
0.7004; 7.3963; 6.3142; -0.2261; -0.294; 0.0275; 7.8; -44.7; 27.6; 190.1261; -61.3429; 0.0; 23.9; 82.0; 3.951; 125096; 
0.8145; 6.8896; 6.9834; -0.3987; 0.1015; 0.0; 6.3; -44.7; 27.3; 186.6688; -57.9278; -1.1017; 23.9; 82.0; 3.951; 125297; 
0.8839; 7.5829; 6.7462; -0.1003; -0.0861; -0.0204; 7.8; -43.8; 27.3; 188.398; -54.5135; -2.0096; 23.9; 82.0; 3.951; 125533; 
1.2893; 7.2728; 6.595; -0.2484; -0.0435; -0.0257; 9.6; -45.0; 27.9; 188.398; -54.5135; -2.0096; 23.9; 82.0; 3.951; 125735; 
1.4792; 7.3211; 6.6743; -0.0779; -0.0808; 0.0; 8.4; -45.3; 29.1; 186.2089; -52.7971; -4.844; 23.9; 82.0; 3.951; 125937; 
1.4087; 7.4291; 6.6565; 0.0852; 0.0; -0.0289; 8.1; -45.0; 27.0; 186.2089; -52.7971; -4.844; 23.9; 82.0; 3.951; 126138; 
1.5779; 7.715; 5.9657; 0.1204; 0.0; -0.0481; 8.7; -45.0; 30.3; 185.4915; -51.3754; -7.4716; 23.9; 82.0; 3.951; 126340; 
2.3512; 7.9739; 5.6886; 0.1801; 0.1398; -0.0811; 7.5; -46.2; 30.0; 185.4915; -51.3754; -7.4716; 23.9; 82.0; 3.951; 126544; 
2.4652; 8.1091; 5.8808; -0.0704; -0.0872; -0.0886; 6.9; -45.3; 28.2; 182.9376; -51.6135; -10.3889; 23.9; 82.0; 3.951; 126776; 
2.219; 8.0675; 5.7506; -0.2516; -0.3099; -0.1014; 6.6; -45.6; 27.9; 182.0561; -51.6135; -10.3889; 23.9; 82.0; 3.951; 126986; 
2.892; 8.336; 5.5473; -0.2196; -0.2481; -0.112; 6.0; -44.7; 29.1; 182.0561; -51.6135; -10.3889; 23.9; 82.0; 3.951; 127189; 
3.112; 8.3305; 4.6335; -0.3326; -0.4688; -0.0566; 7.2; -46.5; 28.8; 180.0; -52.586; -13.5704; 23.9; 82.0; 3.951; 127389; 
3.148; 8.7626; 4.6365; 0.0223; -0.4197; -0.0886; 6.9; -46.5; 30.6; 180.0; -52.586; -13.5704; 23.9; 82.0; 3.951; 127591; 
3.0475; 8.7508; 4.4552; -0.2761; -0.2705; -0.1088; 7.5; -47.4; 31.8; 176.7449; -54.4139; -19.3845; 23.9; 82.0; 3.951; 127792; 
2.7417; 8.7478; 4.401; 0.195; -0.132; -0.1024; 7.5; -45.9; 33.3; 176.7449; -54.4139; -19.3845; 23.9; 82.0; 3.951; 127994; 
2.9906; 8.9059; 4.457; 0.0564; -0.2716; -0.1003; 6.6; -49.5; 34.2; 171.7515; -56.5212; -22.7824; 23.9; 82.0; 3.951; 128209; 
3.1396; 8.9262; 4.2667; 0.1598; 0.0716; -0.144; 6.9; -48.9; 34.5; 170.302; -58.5227; -26.565; 23.9; 82.0; 3.951; 128424; 
2.8643; 8.7153; 4.3247; 0.0287; -0.0893; -0.1109; 6.6; -48.6; 35.1; 170.302; -58.5227; -26.565; 23.9; 82.0; 3.951; 128625; 
3.0108; 8.573; 4.1425; -0.0939; -0.3334; -0.0992; 7.2; -49.8; 36.3; 168.6981; -59.4745; -28.6105; 23.9; 82.0; 3.951; 128829; 
3.2003; 8.8786; 4.3151; -0.144; -0.4922; -0.1035; 8.1; -50.1; 36.9; 168.6981; -59.4745; -28.6105; 23.9; 82.0; 3.951; 129059; 
3.1248; 8.9514; 4.1658; 0.018; -0.246; -0.0992; 7.2; -50.1; 38.4; 167.081; -60.5357; -31.373; 23.9; 82.0; 3.951; 129264; 
2.8101; 9.0686; 3.9449; 0.0873; -0.2012; -0.0736; 7.5; -50.4; 38.4; 167.081; -60.5357; -31.373; 23.9; 82.0; 3.951; 129509; 
3.1385; 8.9349; 3.7683; 0.1822; -0.1298; -0.095; 6.9; -51.6; 39.0; 167.081; -60.5357; -31.373; 23.9; 82.0; 3.951; 129712; 
3.8111; 9.1918; 3.8961; 0.1033; -0.2034; -0.1291; 7.5; -51.6; 41.7; 165.0014; -61.966; -32.6609; 23.9; 82.0; 3.951; 129913; 
3.4639; 8.949; 3.75; 0.2621; 0.0; -0.1088; 7.5; -51.3; 41.1; 165.0014; -61.966; -32.6609; 23.9; 82.0; 3.951; 130114; 
3.5011; 8.1073; 5.0412; 0.244; 0.1345; -0.1269; 8.1; -51.9; 42.0; 162.0398; -62.6501; -36.8699; 23.9; 82.0; 3.951; 130316; 
2.721; 8.0242; 6.4218; 0.1438; 0.0; -0.0918; 7.5; -51.6; 43.2; 162.0398; -62.6501; -36.8699; 23.9; 82.0; 3.951; 130518; 
2.016; 6.025; 8.8215; 0.1257; 0.1121; -0.0459; 8.1; -52.8; 42.6; 163.5304; -61.1206; -34.6952; 23.9; 82.0; 3.951; 130724; 
1.9964; 6.0007; 8.6414; 0.0788; -0.0872; -0.0437; 7.2; -51.9; 42.6; 163.5304; -61.1206; -34.6952; 23.9; 82.0; 3.951; 130926; 
1.5957; 6.235; 8.3865; 0.2312; -0.1031; -0.0309; 9.3; -53.1; 44.1; 169.4139; -54.6262; -26.1139; 23.9; 82.0; 3.951; 131150; 
1.186; 7.864; 6.0811; 0.1182; -0.1308; -0.0341; 10.8; -52.8; 44.7; 174.9718; -49.8247; -21.2974; 23.9; 82.0; 3.951; 131355; 
0.5196; 8.0423; 5.8144; -0.0395; 0.0568; -0.0265; 11.7; -53.7; 45.0; 174.9718; -49.8247; -21.2974; 23.9; 82.0; 3.951; 131557; 
0.2928; 8.1157; 6.0229; -0.4765; -0.6552; 0.1025; 10.8; -53.1; 45.6; 176.8321; -51.5985; -18.1381; 23.9; 82.0; 3.951; 131757; 
0.2765; 8.0085; 6.0045; -0.4371; -0.1425; 0.0396; 9.9; -52.8; 44.4; 176.8321; -51.5985; -18.1381; 23.9; 82.0; 3.951; 131958; 
0.5348; 8.0498; 5.7573; 0.2121; 0.1495; 0.0; 11.1; -52.8; 45.0; 180.1113; -52.586; -13.5704; 23.9; 82.0; 3.951; 132159; 
0.7011; 8.241; 5.768; 0.0; -0.0466; 0.0; 10.5; -53.4; 45.9; 180.1113; -52.586; -13.5704; 23.9; 82.0; 3.951; 132361; 
0.5883; 8.404; 5.6102; -0.2505; -0.2971; 0.0; 9.9; -52.8; 44.1; 179.4919; -52.586; -13.5704; 23.9; 82.0; 3.951; 132566; 
0.3407; 8.8472; 5.0816; -0.3433; 0.0; 0.0; 9.9; -52.2; 44.4; 180.615; -53.5973; -11.8887; 23.9; 82.0; 3.951; 132808; 
-0.021; 8.6879; 4.727; -0.0427; -0.0444; 0.0204; 9.3; -53.1; 45.0; 180.615; -53.5973; -11.8887; 23.9; 82.0; 3.951; 133015; 
0.3319; 8.7342; 4.6131; -0.1087; 0.0; 0.0; 9.6; -53.1; 46.8; 181.0507; -55.8627; -10.4915; 23.9; 82.0; 3.951; 133216; 
0.4121; 8.7384; 4.3944; 0.1044; -0.0572; 0.0; 10.2; -53.4; 45.6; 181.0507; -55.8627; -10.4915; 23.9; 82.0; 3.951; 133427; 
0.2826; 8.7402; 4.379; 0.2409; 0.0696; 0.0225; 9.9; -54.0; 46.5; 182.2575; -57.6303; -8.7462; 23.9; 82.0; 3.951; 133628; 
0.2025; 8.7478; 4.4625; -0.0267; -0.0562; 0.0; 8.4; -53.7; 47.1; 181.1733; -58.9923; -7.9696; 23.9; 82.0; 3.951; 133882; 
0.3313; 8.7848; 4.4739; 0.0298; 0.0; 0.0; 7.8; -52.8; 46.8; 181.1733; -58.9923; -7.9696; 23.9; 82.0; 3.951; 134083; 
0.3371; 8.739; 4.4449; 0.0; 0.076; 0.0; 8.1; -52.8; 46.2; 181.9158; -60.3558; -7.125; 23.9; 82.0; 3.951; 134284; 
0.4173; 9.012; 4.5107; -0.049; -0.0476; 0.0; 10.8; -53.4; 47.4; 181.9158; -60.3558; -7.125; 23.9; 82.0; 3.951; 134485; 
0.3694; 9.0336; 4.5267; -0.0597; 0.0227; 0.0; 9.6; -53.1; 48.3; 183.2148; -61.1476; -7.275; 23.9; 82.0; 3.951; 134691; 
0.2558; 8.8884; 4.3636; 0.2441; 0.2338; 0.0235; 9.6; -54.3; 46.8; 183.2148; -61.1476; -7.275; 23.9; 82.0; 3.951; 134892; 
0.6812; 8.7369; 4.1188; 0.0853; -0.0753; 0.0246; 8.7; -53.1; 47.4; 183.3394; -61.1476; -7.275; 23.9; 82.0; 3.951; 135135; 
0.5513; 8.8614; 4.363; -0.0223; -0.152; 0.0352; 9.0; -53.1; 46.5; 183.3046; -61.9937; -6.2034; 23.9; 82.0; 3.951; 135337; 
0.6383; 8.7236; 4.454; -0.097; -0.2064; 0.0288; 9.6; -52.8; 46.8; 183.3046; -61.9937; -6.2034; 23.9; 82.0; 3.951; 135537; 
0.7073; 8.5769; 4.737; -0.1012; -0.1307; 0.033; 8.1; -53.1; 46.8; 181.4743; -62.4436; -7.5946; 23.9; 82.0; 3.951; 135739; 
0.8408; 8.4998; 4.906; -0.1065; -0.3439; 0.0266; 8.4; -53.7; 46.5; 181.4743; -62.4436; -7.5946; 23.9; 82.0; 3.951; 135942; 
0.849; 8.4601; 4.8451; -0.0628; -0.0497; 0.0202; 9.0; -52.8; 46.5; 181.5581; -61.8611; -8.6525; 23.9; 82.0; 3.951; 136143; 
0.711; 8.7957; 5.1117; -0.0266; 0.1379; 0.0; 7.8; -52.5; 47.4; 180.0; -60.9973; -9.6599; 23.9; 82.0; 3.951; 136406; 
0.4833; 8.7321; 5.2979; 0.0; 0.2051; 0.0; 8.4; -52.8; 47.4; 180.0; -60.9973; -9.6599; 23.9; 82.0; 3.951; 136607; 
0.1926; 8.6827; 5.3369; -0.0436; 0.0; 0.034; 8.4; -52.5; 47.1; 180.8474; -61.0776; -8.4711; 23.9; 82.0; 3.951; 136810; 
0.1127; 8.6206; 5.2066; 0.0566; 0.1784; 0.0617; 8.4; -52.2; 47.1; 180.8474; -61.0776; -8.4711; 23.9; 82.0; 3.951; 137014; 
-0.5666; 8.2481; 5.0551; 0.1557; 0.3724; 0.0521; 8.7; -51.9; 46.8; 182.6411; -60.3558; -7.125; 23.9; 82.0; 3.951; 137217; 
-1.2471; 8.1946; 5.2198; 0.3039; 0.1934; 0.1022; 7.8; -51.3; 45.6; 182.6411; -60.3558; -7.125; 23.9; 82.0; 3.951; 137418; 
-1.4556; 8.2716; 5.8368; 0.0; 0.1859; 0.1534; 6.9; -51.0; 44.4; 181.9446; -60.3558; -7.125; 23.9; 82.0; 3.951; 137620; 
-1.2421; 8.1594; 5.7531; 0.0; 0.3372; 0.1651; 6.6; -49.8; 44.4; 185.513; -60.0327; -1.1691; 23.9; 82.0; 3.951; 137821; 
-0.9694; 8.0407; 5.8756; -0.0436; 0.4033; 0.1597; 5.7; -48.6; 44.1; 185.513; -60.0327; -1.1691; 23.9; 82.0; 3.951; 138022; 
-0.9281; 8.4924; 6.0407; -0.0457; 0.4257; 0.0969; 5.1; -48.0; 42.6; 185.4499; -59.2322; 1.1458; 23.9; 82.0; 3.951; 138228; 
-1.9924; 7.4545; 7.0677; -0.1672; 0.1763; 0.1672; 4.2; -47.7; 42.9; 185.4499; -59.2322; 1.1458; 23.9; 82.0; 3.951; 138453; 
-1.7593; 7.8474; 6.6263; -0.1342; 0.0996; 0.2045; 4.5; -46.5; 40.8; 187.9568; -58.3526; 4.4846; 23.9; 82.0; 3.951; 138654; 
-2.3241; 8.731; 4.5817; 0.1621; 0.5248; 0.1747; 4.2; -46.2; 40.5; 187.9568; -58.3526; 4.4846; 23.9; 82.0; 3.951; 138855; 
-2.8481; 8.9807; 4.7195; 0.0726; 0.4694; 0.2098; 4.2; -46.5; 37.8; 192.5111; -58.2547; 11.0937; 23.9; 82.0; 3.951; 139058; 
-2.3654; 9.2551; 4.7321; 0.0214; 0.3042; 0.2226; 3.3; -45.3; 36.6; 194.9682; -61.2775; 17.2815; 23.9; 82.0; 3.951; 139259; 
-2.6426; 9.3645; 4.3541; 0.0; 0.3809; 0.1885; 3.9; -45.0; 35.7; 194.9682; -61.2775; 17.2815; 23.9; 82.0; 3.951; 139467; 
-2.9107; 9.321; 4.22; 0.0513; 0.2498; 0.2173; 4.2; -43.5; 33.6; 200.385; -63.7155; 23.0255; 23.9; 82.0; 3.951; 139667; 
-3.2209; 9.512; 4.3585; 0.1387; 0.4588; 0.2322; 4.5; -43.5; 33.3; 200.385; -63.7155; 23.0255; 23.9; 82.0; 3.951; 139869; 
-2.9272; 9.5859; 4.0792; 0.0619; 0.3191; 0.2173; 4.5; -43.8; 32.1; 201.1986; -63.7155; 23.0255; 23.9; 82.0; 3.951; 140085; 
-2.3944; 9.6886; 3.9171; 0.2133; 0.349; 0.1928; 5.1; -43.5; 30.3; 201.1986; -63.7155; 23.0255; 23.9; 82.0; 3.951; 140286; 
-1.124; 9.5594; 3.699; 0.1749; 0.1571; 0.1597; 6.6; -42.3; 28.2; 208.2183; -66.1308; 28.4956; 23.9; 82.0; 3.951; 140489; 
-0.326; 9.6087; 3.468; -0.0841; 0.1966; 0.0254; 6.6; -42.3; 27.6; 207.7861; -68.7499; 26.5651; 23.9; 82.0; 3.951; 140692; 
-0.1229; 9.3365; 3.2364; 0.1802; 0.1582; 0.0414; 6.9; -41.4; 27.3; 207.7861; -68.7499; 26.5651; 23.9; 82.0; 3.951; 140895; 
-0.0534; 8.3317; 5.3416; 0.0928; 0.1294; 0.0; 6.9; -41.1; 26.1; 204.8513; -70.1341; 21.1613; 23.9; 82.0; 3.951; 141103; 
0.3828; 8.4279; 5.5075; 0.0843; 0.0921; 0.0; 7.2; -41.7; 24.6; 204.8513; -70.1341; 21.1613; 23.9; 82.0; 3.951; 141305; 
0.88; 8.4276; 5.1008; -0.1971; 0.1134; 0.0542; 8.4; -42.3; 22.8; 201.4307; -66.9327; 15.124; 23.9; 82.0; 3.951; 141534; 
0.3639; 9.4181; 3.488; 0.3369; 0.0793; 0.0; 7.8; -42.9; 23.7; 198.124; -66.7649; 10.4375; 23.9; 82.0; 3.951; 141746; 
0.5033; 9.0873; 3.7367; 0.0982; 0.0367; 0.0; 10.2; -43.5; 24.0; 198.124; -66.7649; 10.4375; 23.9; 82.0; 3.951; 141947; 
0.4521; 9.3892; 3.9822; -0.1129; -0.0753; 0.0; 11.1; -42.6; 23.1; 202.6459; -66.7649; 10.4375; 23.9; 82.0; 3.951; 142152; 
0.475; 9.2249; 3.8945; -0.052; 0.0175; 0.0; 11.7; -42.0; 22.2; 202.6459; -66.7649; 10.4375; 23.9; 82.0; 3.951; 142365; 
0.5994; 9.0777; 3.7883; 0.2187; 0.285; -0.0203; 10.5; -42.3; 23.1; 200.8527; -66.9327; 7.4959; 23.9; 82.0; 3.951; 142590; 
0.3819; 9.3563; 3.9732; -0.1682; 0.0; -0.048; 11.1; -42.3; 22.5; 199.1961; -67.0456; 4.514; 23.9; 82.0; 3.951; 142806; 
0.4067; 9.2856; 3.8431; 0.0908; -0.1467; -0.0458; 11.7; -43.8; 22.5; 199.1961; -67.0456; 4.514; 23.9; 82.0; 3.951; 143008; 
0.0492; 9.3918; 4.1938; -0.0926; 0.1592; -0.0543; 12.3; -43.8; 23.7; 199.8729; -67.0456; 4.514; 23.9; 82.0; 3.951; 143210; 
0.09; 8.776; 4.0495; 0.1888; -0.0881; -0.018; 13.5; -43.8; 24.0; 199.8729; -67.0456; 4.514; 23.9; 82.0; 3.951; 143413; 
-0.2114; 9.0167; 4.6884; 0.1281; -0.0252; 0.0; 13.2; -43.5; 24.3; 202.1178; -66.4617; 5.856; 23.9; 82.0; 3.951; 143614; 
0.0608; 9.3907; 4.9216; -0.2962; -0.4579; 0.0406; 12.6; -44.7; 23.1; 202.1178; -66.4617; 5.856; 23.9; 82.0; 3.951; 143814; 
0.8664; 9.1267; 4.77; -0.0233; -0.0646; -0.0266; 12.9; -43.5; 23.1; 198.6834; -65.2398; 2.7927; 23.9; 82.0; 3.951; 144037; 
0.7243; 8.7086; 4.4483; 0.0; -0.2511; 0.0; 12.9; -45.6; 24.0; 199.2818; -65.2398; 2.7927; 23.9; 82.0; 3.951; 144240; 
0.6779; 8.9664; 4.9529; -0.2311; -0.2373; 0.0; 12.3; -45.0; 24.0; 199.2818; -65.2398; 2.7927; 23.9; 82.0; 3.951; 144444; 
1.1917; 8.8056; 4.1097; 0.0; 0.0; -0.0532; 11.7; -44.4; 24.6; 196.1693; -64.7369; 0.0; 23.9; 82.0; 3.951; 144649; 
1.2941; 8.7999; 4.2699; 0.0737; 0.0537; -0.0553; 11.7; -45.0; 25.2; 196.1693; -64.7369; 0.0; 23.9; 82.0; 3.951; 144869; 
1.9494; 9.0538; 4.4387; 0.0; -0.1371; -0.0638; 12.0; -45.3; 25.5; 193.1044; -64.6806; -4.0856; 23.9; 82.0; 3.951; 145074; 
2.6293; 9.2168; 4.4176; 0.3988; 0.058; -0.1395; 10.8; -45.0; 25.5; 189.2824; -64.2604; -8.1301; 23.9; 82.0; 3.951; 145296; 
2.8975; 8.8432; 3.8787; 0.1185; -0.1712; -0.1235; 10.8; -45.0; 27.3; 189.2824; -64.2604; -8.1301; 23.9; 82.0; 3.951; 145497; 
2.4453; 8.986; 4.0856; 0.2901; -0.0294; -0.1235; 11.4; -45.6; 26.7; 185.339; -64.3792; -13.707; 23.9; 82.0; 3.951; 145708; 
2.4284; 9.1991; 4.3952; -0.018; -0.0891; -0.1182; 10.5; -45.6; 27.3; 185.339; -64.3792; -13.707; 23.9; 82.0; 3.951; 145909; 
